T^{-1},T,E,M,C_v,Chi
0.106952,9.350000,-0.108885,-0.004357,0.023861,2.248679
0.106895,9.355000,-0.111903,0.002412,0.022043,2.346902
0.106838,9.360000,-0.103240,0.003117,0.027321,2.076027
0.106781,9.365000,-0.109085,0.000859,0.025820,2.274706
0.106724,9.370000,-0.114780,0.002791,0.026662,2.498137
0.106667,9.375000,-0.110898,0.000650,0.029453,2.374949
0.106610,9.380000,-0.114990,0.003469,0.024743,2.485512
0.106553,9.385000,-0.110885,0.000730,0.027415,2.353392
0.106496,9.390000,-0.107160,-0.003293,0.022531,2.166399
0.106440,9.395000,-0.109308,0.000329,0.020125,2.223860
0.106383,9.400000,-0.107620,0.001556,0.023694,2.193724
0.106326,9.405000,-0.109668,0.001191,0.023479,2.266632
0.106270,9.410000,-0.106915,0.003280,0.024520,2.172509
0.106213,9.415000,-0.113563,0.001746,0.025021,2.426696
0.106157,9.420000,-0.104740,0.002461,0.023821,2.086713
0.106101,9.425000,-0.105173,-0.005414,0.019918,2.060524
0.106045,9.430000,-0.108765,-0.002343,0.025995,2.251383
0.105988,9.435000,-0.111800,0.001699,0.022034,2.327036
0.105932,9.440000,-0.112825,-0.000551,0.023268,2.377135
0.105876,9.445000,-0.110793,0.001383,0.023712,2.303039
0.105820,9.450000,-0.105875,-0.001186,0.023031,2.115309
0.105764,9.455000,-0.103030,-0.001332,0.024458,2.027275
0.105708,9.460000,-0.105108,0.000579,0.023771,2.093328
0.105652,9.465000,-0.110910,-0.001808,0.025280,2.318133
0.105597,9.470000,-0.107720,0.001949,0.021230,2.160883
0.105541,9.475000,-0.105368,-0.000378,0.024292,2.104940
0.105485,9.480000,-0.110340,-0.002823,0.023981,2.280837
0.105430,9.485000,-0.112288,0.000006,0.026063,2.374096
0.105374,9.490000,-0.109965,-0.001059,0.021992,2.247263
0.105319,9.495000,-0.107360,-0.000789,0.021030,2.141848
0.105263,9.500000,-0.103795,0.000210,0.021301,2.016818
0.105208,9.505000,-0.110670,0.001973,0.023749,2.286794
0.105152,9.510000,-0.104895,-0.005519,0.024430,2.078384
0.105097,9.515000,-0.104818,-0.006515,0.024069,2.069354
0.105042,9.520000,-0.105990,-0.001640,0.022370,2.100556
0.104987,9.525000,-0.111018,0.001619,0.024081,2.299253
0.104932,9.530000,-0.103823,-0.005059,0.021957,2.014664
0.104877,9.535000,-0.105880,0.004482,0.020360,2.071931
0.104822,9.540000,-0.108893,-0.000987,0.023226,2.210107
0.104767,9.545000,-0.104430,0.000037,0.025407,2.070588
0.104712,9.550000,-0.103965,-0.000360,0.022131,2.022211
0.104657,9.555000,-0.107533,0.001456,0.020353,2.130402
0.104603,9.560000,-0.102880,-0.002298,0.022088,1.981710
0.104548,9.565000,-0.103558,-0.003487,0.022033,2.002614
0.104493,9.570000,-0.109893,0.000734,0.022028,2.229755
0.104439,9.575000,-0.108243,0.002801,0.020637,2.154125
0.104384,9.580000,-0.103418,0.001053,0.020376,1.981266
0.104330,9.585000,-0.106235,-0.003293,0.020112,2.074889
0.104275,9.590000,-0.103508,0.001198,0.021300,1.991521
0.104221,9.595000,-0.105108,-0.001231,0.022380,2.056704
0.104167,9.600000,-0.103943,0.000701,0.023811,2.029174
0.104112,9.605000,-0.103773,-0.001894,0.020029,1.985632
0.104058,9.610000,-0.100118,-0.000882,0.026651,1.924838
0.104004,9.615000,-0.102568,-0.002399,0.021916,1.960380
0.103950,9.620000,-0.103595,-0.000773,0.022469,2.000986
0.103896,9.625000,-0.108370,-0.002117,0.021074,2.154351
0.103842,9.630000,-0.105205,0.001056,0.024468,2.074374
0.103788,9.635000,-0.111223,-0.002991,0.027676,2.319422
0.103734,9.640000,-0.104883,0.001323,0.023251,2.049629
0.103681,9.645000,-0.107058,-0.002333,0.021498,2.107753
0.103627,9.650000,-0.106165,0.002192,0.022778,2.087780
0.103573,9.655000,-0.112260,0.001238,0.022753,2.307844
0.103520,9.660000,-0.105990,0.002626,0.022114,2.073160
0.103466,9.665000,-0.108578,-0.002989,0.018652,2.130426
0.103413,9.670000,-0.105828,-0.000431,0.021461,2.060563
0.103359,9.675000,-0.101665,-0.000382,0.020351,1.906142
0.103306,9.680000,-0.108435,0.000275,0.023153,2.167603
0.103252,9.685000,-0.100085,-0.002358,0.019621,1.843955
0.103199,9.690000,-0.106813,-0.001333,0.026137,2.136803
0.103146,9.695000,-0.103413,-0.005081,0.020230,1.956764
0.103093,9.700000,-0.107780,-0.001128,0.021845,2.127819
0.103040,9.705000,-0.108758,-0.001596,0.020498,2.148548
0.102987,9.710000,-0.106223,-0.000274,0.020610,2.059347
0.102934,9.715000,-0.100418,0.001868,0.021298,1.867051
0.102881,9.720000,-0.109908,-0.003709,0.024832,2.227523
0.102828,9.725000,-0.100270,-0.003068,0.023929,1.885300
0.102775,9.730000,-0.105975,0.000428,0.020680,2.047962
0.102722,9.735000,-0.101665,-0.003211,0.022107,1.912261
0.102669,9.740000,-0.105633,-0.005428,0.021056,2.033220
0.102617,9.745000,-0.105073,0.000228,0.024998,2.056252
0.102564,9.750000,-0.102490,-0.002231,0.025196,1.968615
0.102512,9.755000,-0.104510,-0.000399,0.021687,2.002992
0.102459,9.760000,-0.106428,0.000398,0.018749,2.039820
0.102407,9.765000,-0.105758,-0.001537,0.019992,2.027449
0.102354,9.770000,-0.099015,-0.001439,0.021985,1.820017
0.102302,9.775000,-0.107840,-0.000033,0.022307,2.121592
0.102249,9.780000,-0.102810,0.002866,0.020197,1.925404
0.102197,9.785000,-0.105408,-0.000365,0.022491,2.036833
0.102145,9.790000,-0.098785,0.002328,0.020309,1.792785
0.102093,9.795000,-0.104440,-0.000684,0.020818,1.985594
0.102041,9.800000,-0.098495,0.000854,0.023134,1.810477
0.101989,9.805000,-0.102075,0.002648,0.020515,1.900245
0.101937,9.810000,-0.105078,0.000748,0.022659,2.023010
0.101885,9.815000,-0.103260,0.001451,0.021919,1.952965
0.101833,9.820000,-0.107450,0.003929,0.022167,2.096307
0.101781,9.825000,-0.100103,0.000945,0.020934,1.837369
0.101729,9.830000,-0.098660,-0.000331,0.021844,1.799054
0.101678,9.835000,-0.102535,0.000903,0.021197,1.918708
0.101626,9.840000,-0.102203,-0.001636,0.024791,1.941941
0.101574,9.845000,-0.104233,0.001238,0.021197,1.974112
0.101523,9.850000,-0.108033,0.000819,0.021024,2.102776
0.101471,9.855000,-0.106005,0.000069,0.020268,2.024125
0.101420,9.860000,-0.107878,0.002580,0.021119,2.095603
0.101368,9.865000,-0.100438,-0.003136,0.021608,1.847684
0.101317,9.870000,-0.110938,-0.000244,0.020590,2.198294
0.101266,9.875000,-0.102910,0.001376,0.022837,1.941133
0.101215,9.880000,-0.103858,0.000288,0.019265,1.937110
0.101163,9.885000,-0.104975,-0.000905,0.022143,2.002421
0.101112,9.890000,-0.103695,-0.000381,0.023086,1.967859
0.101061,9.895000,-0.106488,0.001458,0.019193,2.023153
0.101010,9.900000,-0.101718,-0.000794,0.020533,1.875330
0.100959,9.905000,-0.103168,-0.000139,0.024253,1.959522
0.100908,9.910000,-0.107538,-0.000059,0.021748,2.082617
0.100857,9.915000,-0.096815,0.002121,0.021613,1.726129
0.100806,9.920000,-0.104405,-0.001578,0.021925,1.975228
0.100756,9.925000,-0.095398,0.000134,0.025666,1.721841
0.100705,9.930000,-0.102365,-0.004479,0.020418,1.887913
0.100654,9.935000,-0.099863,-0.003652,0.022474,1.827173
0.100604,9.940000,-0.100648,-0.003196,0.020604,1.833730
0.100553,9.945000,-0.097455,0.000282,0.022191,1.748681
0.100503,9.950000,-0.104795,-0.002763,0.019969,1.963415
0.100452,9.955000,-0.107193,0.000110,0.018639,2.032301
0.100402,9.960000,-0.103923,-0.003447,0.020367,1.935865
0.100351,9.965000,-0.101385,-0.001077,0.018905,1.838610
0.100301,9.970000,-0.099805,-0.001313,0.019134,1.789051
0.100251,9.975000,-0.102080,0.004329,0.020873,1.876638
0.100200,9.980000,-0.105238,0.000696,0.019811,1.973179
0.100150,9.985000,-0.099298,-0.001245,0.019663,1.776054
0.100100,9.990000,-0.093713,-0.002299,0.021703,1.622499
0.100050,9.995000,-0.102438,0.001418,0.020683,1.886195
0.100000,10.000000,-0.104893,0.006589,0.023165,1.985092
